FID	IID	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20
GTEX-139TT-0004-SM-5HJQ1	GTEX-139TT-0004-SM-5HJQ1	-0.0217	0.0158	0.0121	-0.0182	-0.0061	0.0160	0.0176	0.0044	0.0085	-0.0437	-0.0389	-0.0683	0.0116	-0.0016	0.0220	-0.0008	0.0347	-0.0097	-0.0386	0.0039
GTEX-139TU-0002-SM-5HJR5	GTEX-139TU-0002-SM-5HJR5	-0.0142	-0.0085	-0.1580	-0.0108	0.0100	-0.0396	0.0177	0.0215	-0.0049	0.0336	-0.0262	0.0298	-0.0213	-0.0486	-0.0260	0.0371	0.0380	-0.0281	0.0456	0.0231
GTEX-139UW-0003-SM-5HJRP	GTEX-139UW-0003-SM-5HJRP	-0.0216	0.0090	0.0115	-0.0141	-0.0364	-0.0035	-0.0331	0.0026	-0.0004	-0.0108	-0.0233	-0.0306	-0.0120	-0.0357	0.0308	0.0155	-0.0225	0.0135	-0.0015	0.0235
GTEX-139YR-0004-SM-5HJRB	GTEX-139YR-0004-SM-5HJRB	-0.0228	0.0087	0.0426	-0.0280	-0.0166	-0.0077	0.0474	-0.0271	-0.0188	-0.0066	0.0080	-0.0054	0.0423	-0.0222	-0.0129	-0.0129	0.0322	0.0145	-0.0097	0.0812
GTEX-145MF-0004-SM-5HJQO	GTEX-145MF-0004-SM-5HJQO	-0.0199	0.0085	-0.0074	-0.0163	-0.0130	-0.0197	-0.0561	-0.0036	-0.0123	-0.0309	-0.0436	0.0226	0.0270	-0.0489	-0.0226	0.0194	-0.0210	0.0425	0.0105	0.0089
GTEX-145MG-0002-SM-5HJQB	GTEX-145MG-0002-SM-5HJQB	0.1106	0.0052	0.0076	0.0038	-0.0668	0.0128	-0.1605	-0.0620	0.2170	0.0284	-0.0606	-0.1833	0.0264	0.0077	-0.0952	-0.0160	-0.0140	-0.1477	-0.0926	-0.0769
GTEX-145MH-0001-SM-5HJR6	GTEX-145MH-0001-SM-5HJR6	-0.0201	-0.0052	-0.0222	0.0459	0.0132	0.0479	-0.0230	-0.0199	-0.0020	-0.0280	0.0078	0.0128	0.0288	-0.0317	-0.0170	-0.0424	-0.0447	0.0739	0.0207	0.0262
GTEX-145MO-0001-SM-5HJRJ	GTEX-145MO-0001-SM-5HJRJ	-0.0204	0.0050	0.0127	-0.0312	-0.0051	0.0036	-0.0064	0.0079	0.0337	-0.0114	-0.0449	-0.0037	0.0376	-0.0304	-0.0270	-0.0187	0.0328	-0.0283	-0.0172	-0.0512
GTEX-1117F-0003-SM-5DWSB	GTEX-1117F-0003-SM-5DWSB	0.1080	0.0121	0.0032	0.0176	-0.0403	0.0495	-0.0353	0.1093	0.1072	0.1118	0.0964	0.0506	0.0890	-0.0108	0.0103	-0.0054	0.0972	-0.0112	-0.1545	-0.1509
GTEX-1122O-0004-SM-5DWSJ	GTEX-1122O-0004-SM-5DWSJ	-0.0205	0.0164	0.0178	-0.0021	0.0050	0.0165	0.0144	-0.0212	0.0075	0.0544	-0.0002	-0.0301	0.0159	-0.0129	0.0084	0.0074	-0.0079	-0.0214	0.0338	-0.0086
GTEX-1128S-0001-SM-5DWTV	GTEX-1128S-0001-SM-5DWTV	-0.0202	0.0106	0.0322	-0.0096	-0.0554	-0.0326	-0.0156	0.0113	-0.0110	-0.0107	0.0119	-0.0256	0.0330	0.0166	0.0252	-0.0508	0.0015	-0.0016	-0.0243	-0.0086
GTEX-1192W-0001-SM-5DWSN	GTEX-1192W-0001-SM-5DWSN	-0.0209	-0.0047	0.0153	0.1289	0.0335	0.0338	-0.0417	-0.0104	0.0256	-0.0132	0.0209	0.0253	-0.0244	0.0020	0.0242	-0.0020	0.0374	0.0193	0.0054	-0.0177
GTEX-1192X-0004-SM-5DWSK	GTEX-1192X-0004-SM-5DWSK	-0.0209	0.0095	0.0108	-0.0066	0.0004	-0.0025	-0.0021	0.0127	0.0220	0.0092	0.0087	-0.0443	0.0032	-0.0183	-0.0183	0.0407	0.0170	-0.0337	0.0207	-0.0311
GTEX-1211K-0003-SM-5DWTL	GTEX-1211K-0003-SM-5DWTL	-0.0210	0.0092	0.0138	-0.0559	-0.0003	-0.0265	0.0264	-0.0073	0.0163	0.0273	-0.0096	-0.0064	0.0125	0.0087	0.0009	0.0152	-0.0172	-0.0257	-0.0054	-0.0237
GTEX-1212Z-0004-SM-5DWTI	GTEX-1212Z-0004-SM-5DWTI	-0.0205	0.0039	0.0042	-0.0164	0.0022	-0.0106	0.0444	0.0173	-0.0090	0.0174	0.0319	-0.0764	-0.0055	-0.0074	-0.0406	-0.0378	0.0340	0.0424	-0.0316	-0.0192
GTEX-1339X-0004-SM-5HJQH	GTEX-1339X-0004-SM-5HJQH	-0.0221	-0.0032	0.0129	-0.0045	0.0094	-0.0250	-0.0015	-0.0057	0.0274	0.0020	0.0390	-0.0326	-0.0199	0.0446	0.0017	0.0246	-0.0108	0.0361	0.0035	-0.0055
GTEX-1399Q-0004-SM-5DWRI	GTEX-1399Q-0004-SM-5DWRI	-0.0204	-0.0010	0.0366	0.0046	-0.0232	0.0463	0.0659	-0.0027	0.0069	-0.0216	-0.0204	0.0187	-0.0111	0.0165	0.0330	-0.0345	0.0435	-0.0567	-0.0281	0.0387
GTEX-1399R-0003-SM-5HJRL_1	GTEX-1399R-0003-SM-5HJRL_1	-0.0224	0.0128	0.0381	0.0765	0.0130	-0.0093	0.0147	-0.0196	-0.0006	0.0076	-0.0078	0.0033	0.0158	0.0008	-0.0071	-0.0547	0.0173	-0.0090	0.0021	0.0317
GTEX-1399T-0004-SM-5HJPS_1	GTEX-1399T-0004-SM-5HJPS_1	-0.0224	0.0028	0.0150	0.0007	0.0395	0.0098	-0.0255	-0.0337	0.0060	0.0025	0.0299	0.0215	0.0039	-0.0082	-0.0084	-0.0722	0.0115	0.0114	-0.0372	0.0050
GTEX-1399U-0004-SM-5HJQ5	GTEX-1399U-0004-SM-5HJQ5	-0.0193	0.0090	-0.0114	-0.0040	-0.0089	-0.0003	0.0269	-0.0022	0.0230	-0.0579	0.0438	-0.0202	-0.0013	0.0060	0.0421	0.0301	-0.0081	-0.0324	0.0360	0.0382
GTEX-12126-0001-SM-5DWTE	GTEX-12126-0001-SM-5DWTE	0.1181	0.0209	0.0039	0.0216	0.0003	0.0024	0.0278	0.0031	0.1488	0.0196	-0.1766	0.0454	0.0969	-0.0120	0.0053	0.0489	0.0356	0.0372	-0.0504	-0.0782
GTEX-12584-0004-SM-5DWTJ	GTEX-12584-0004-SM-5DWTJ	-0.0198	0.0074	-0.0359	-0.0440	-0.0344	0.0158	-0.0231	0.0151	-0.0048	-0.0320	0.0742	0.0271	-0.0210	0.0132	-0.0642	-0.0028	0.0298	-0.0307	0.0392	-0.0584
GTEX-12696-0003-SM-5DWTK	GTEX-12696-0003-SM-5DWTK	-0.0219	0.0178	0.0097	-0.0112	0.0287	0.0005	0.0051	0.0168	-0.0328	-0.0217	0.0353	0.0291	0.0249	0.0104	0.0205	0.0589	-0.0001	-0.0236	0.0357	-0.0026
GTEX-13111-0003-SM-5DWRJ	GTEX-13111-0003-SM-5DWRJ	-0.0108	-0.0493	-0.1495	0.0814	0.0284	-0.0320	0.0179	-0.0311	0.0379	0.0379	0.0143	0.0010	-0.0184	-0.0393	-0.0589	-0.0446	0.0598	0.0521	0.0200	0.0118
GTEX-13112-0004-SM-5DWRX	GTEX-13112-0004-SM-5DWRX	-0.0212	0.0019	0.0252	-0.0035	-0.0128	0.0190	-0.0005	0.0065	0.0542	0.0173	-0.0282	0.0610	-0.0248	0.0059	0.0197	0.0236	0.0565	-0.0257	-0.1174	-0.0032
GTEX-13113-0003-SM-5DWRH	GTEX-13113-0003-SM-5DWRH	0.0846	0.0177	-0.0107	-0.0139	0.0530	0.0998	0.1321	-0.0486	-0.0208	0.0095	0.1049	-0.0436	0.1163	-0.0188	0.1611	0.1220	-0.2188	0.0531	0.1124	-0.0310
GTEX-NL3G-0010-SM-4YUVQ	GTEX-NL3G-0010-SM-4YUVQ	-0.0222	0.0091	0.0196	-0.0257	-0.0143	-0.0206	0.0154	-0.0049	-0.0120	-0.0082	-0.0019	-0.0122	-0.0085	0.0667	-0.0026	-0.0151	-0.0284	-0.0257	-0.0102	0.0116
GTEX-U3ZG-0002-SM-4YUWL_1	GTEX-U3ZG-0002-SM-4YUWL_1	-0.0226	0.0113	0.0620	0.0211	-0.0135	0.0112	-0.0114	-0.0129	-0.0448	-0.0153	-0.0221	0.0027	-0.0085	0.0399	0.0090	0.0067	0.0238	-0.0452	-0.0064	0.0199
GTEX-X88G-0003-SM-4YUXA_1	GTEX-X88G-0003-SM-4YUXA_1	0.1196	0.0142	-0.0058	-0.0274	0.0279	-0.0111	0.1138	-0.0358	-0.0809	-0.0120	0.1169	0.0289	0.1173	0.2073	0.0308	-0.0192	0.0983	-0.0394	-0.1269	0.0818
GTEX-X638-0004-SM-4YUV8_1	GTEX-X638-0004-SM-4YUV8_1	0.1171	0.0111	0.0139	0.0651	-0.0057	0.0579	0.1085	-0.0189	0.0479	-0.2454	-0.1335	-0.0318	-0.0352	0.0507	-0.1216	0.0209	-0.0713	-0.0104	-0.1240	0.0267
GTEX-XBEC-0002-SM-4YUVW_1	GTEX-XBEC-0002-SM-4YUVW_1	-0.0206	0.0083	0.0444	0.0316	0.0327	0.0211	-0.0292	0.0144	0.0199	0.0175	0.0244	-0.0223	-0.0154	0.0173	0.0013	0.0328	0.0347	0.0268	0.0217	0.0550
GTEX-XBEW-0001-SM-4YUVV	GTEX-XBEW-0001-SM-4YUVV	-0.0130	0.0044	-0.1819	-0.0120	0.0184	0.0067	-0.0033	0.0148	0.0222	0.0021	-0.0547	0.0122	-0.0662	0.0062	-0.0272	0.0279	-0.0382	0.0359	0.0053	0.0276
GTEX-XGQ4-0001-SM-4YUVK_1	GTEX-XGQ4-0001-SM-4YUVK_1	-0.0209	0.0056	0.0114	-0.0272	0.0151	0.0110	0.0219	-0.0250	-0.0201	-0.0359	-0.0066	-0.0106	-0.0179	-0.0155	-0.0199	0.0075	0.0198	-0.0132	-0.0100	-0.0072
GTEX-XLM4-0003-SM-4YUW8	GTEX-XLM4-0003-SM-4YUW8	-0.0216	0.0054	0.0350	-0.0295	-0.0222	-0.0482	-0.0037	-0.0012	-0.0317	0.0145	-0.0348	-0.0374	0.0065	-0.0062	0.0292	0.0102	-0.0159	-0.0596	-0.0112	0.0033
GTEX-XMD1-0004-SM-4YUWX_1	GTEX-XMD1-0004-SM-4YUWX_1	-0.0208	0.0147	-0.0075	-0.0389	-0.0073	-0.0473	0.0134	0.0261	-0.0094	-0.0163	-0.0286	-0.0086	-0.0100	-0.0001	-0.0033	-0.0066	0.0272	0.0079	0.0191	0.0002
GTEX-XMD2-0001-SM-4YUVJ	GTEX-XMD2-0001-SM-4YUVJ	-0.0200	0.0009	0.0418	0.1140	0.0795	0.0188	0.0030	-0.0112	0.0363	0.0071	-0.0341	0.0149	-0.0183	0.0592	-0.0158	0.0261	-0.0016	-0.0028	-0.0200	0.0095
GTEX-XMD3-0003-SM-4YUX3	GTEX-XMD3-0003-SM-4YUX3	0.0098	-0.0732	-0.0611	-0.1045	0.0259	0.1598	0.0225	0.0100	0.0555	-0.0848	-0.0661	-0.0448	0.0912	-0.1121	-0.0479	-0.0860	0.0515	0.0623	-0.1009	0.0112
GTEX-XMK1-0003-SM-4YUWQ	GTEX-XMK1-0003-SM-4YUWQ	-0.0202	0.0024	0.0288	-0.0079	0.0403	-0.0262	-0.0059	0.0114	0.0425	-0.0007	0.0011	-0.0197	-0.0089	0.0292	0.0150	0.0217	-0.0222	-0.0273	0.0249	-0.0312
GTEX-XOT4-0001-SM-4YUX9	GTEX-XOT4-0001-SM-4YUX9	-0.0116	-0.0014	-0.2336	0.0576	-0.0247	0.0462	0.1096	0.0176	0.0016	-0.0281	-0.0428	0.0136	-0.0223	0.0745	0.0653	0.0584	-0.0231	-0.0914	0.1264	0.0309
GTEX-XPT6-0004-SM-4YUXL	GTEX-XPT6-0004-SM-4YUXL	-0.0196	0.0101	0.0235	-0.0269	-0.0146	0.0411	0.0182	0.0419	0.0187	-0.0039	0.0082	-0.0241	-0.0018	0.0184	-0.0227	-0.0882	0.0337	-0.0098	0.0118	0.0343
GTEX-XPVG-0003-SM-4YUWK	GTEX-XPVG-0003-SM-4YUWK	-0.0213	0.0011	0.0420	-0.0191	0.0024	0.0155	0.0307	0.0030	-0.0415	0.0015	0.0111	0.0111	-0.0205	0.0352	-0.0177	-0.0266	-0.0406	0.0285	-0.0082	0.0161
GTEX-XQ3S-0002-SM-4YUWE	GTEX-XQ3S-0002-SM-4YUWE	-0.0208	0.0039	0.0544	0.0966	0.0307	0.0132	-0.0157	0.0153	0.0130	0.0152	0.0099	-0.0512	-0.0481	0.0007	0.0159	-0.0373	0.0663	-0.0371	0.0219	0.0145
GTEX-XQ8I-0001-SM-4YUVE	GTEX-XQ8I-0001-SM-4YUVE	-0.0211	0.0017	-0.0109	0.0382	0.0253	-0.0021	0.0130	-0.0079	0.0259	-0.0134	0.0164	0.0359	0.0230	-0.0099	0.0021	-0.0484	0.0371	-0.0048	-0.0035	0.0112
GTEX-XUJ4-0001-SM-4YUW2	GTEX-XUJ4-0001-SM-4YUW2	-0.0118	0.0043	-0.1876	0.0398	0.0168	0.0266	-0.0225	-0.0457	0.0564	-0.0277	0.0767	-0.0059	0.0255	-0.0273	-0.0496	-0.0158	-0.0185	-0.0127	-0.0065	-0.0023
GTEX-XUW1-0002-SM-4YUXF	GTEX-XUW1-0002-SM-4YUXF	-0.0220	0.0059	0.0367	0.0718	0.0714	0.0132	-0.0096	0.0352	-0.0292	0.0194	-0.0210	0.0193	-0.0284	0.0082	-0.0264	0.0233	0.0469	0.0089	-0.0111	-0.0480
GTEX-XUYS-0001-SM-4YUWO	GTEX-XUYS-0001-SM-4YUWO	0.1159	0.0151	-0.0106	-0.0077	-0.1070	0.0973	-0.0873	-0.0843	0.1239	-0.0242	0.1252	-0.0216	0.0120	-0.0112	-0.0199	-0.0841	-0.0290	0.0237	0.1200	-0.0037
GTEX-XUZC-0002-SM-4YUX1	GTEX-XUZC-0002-SM-4YUX1	-0.0217	0.0092	-0.0031	-0.0082	-0.0040	0.0157	-0.0101	0.0002	-0.0104	0.0226	0.0005	0.0389	0.0328	-0.0213	0.0210	0.0596	0.0104	0.0038	-0.0248	0.0205
GTEX-XV7Q-0004-SM-4YUWC	GTEX-XV7Q-0004-SM-4YUWC	-0.0220	0.0181	0.0426	-0.0211	-0.0456	-0.0281	-0.0390	-0.0346	-0.0146	-0.0038	0.0045	-0.0094	-0.0380	0.0195	0.0194	0.0466	-0.0048	0.0308	-0.0634	0.0640
GTEX-XXEK-0001-SM-4YUWD	GTEX-XXEK-0001-SM-4YUWD	-0.0216	0.0079	0.0164	-0.0170	0.0210	-0.0375	-0.0080	0.0001	0.0286	-0.0055	0.0260	0.0183	0.0306	0.0064	-0.0166	-0.0102	0.0096	0.0025	-0.0086	-0.0286
GTEX-XYKS-0003-SM-4YUVD	GTEX-XYKS-0003-SM-4YUVD	0.1236	-0.0057	0.0045	-0.0171	-0.0344	-0.0274	-0.0524	-0.0676	0.0890	-0.0029	-0.0681	-0.0550	0.0303	0.1329	0.0289	-0.0965	-0.0374	0.1668	0.0106	0.0312
GTEX-Y3I4-0004-SM-4YUVP	GTEX-Y3I4-0004-SM-4YUVP	-0.0206	0.0123	0.0005	-0.0266	-0.0090	-0.0116	-0.0114	0.0249	0.0176	-0.0177	0.0150	-0.0111	-0.0029	0.0238	-0.0203	0.0043	0.0063	0.0156	0.0371	0.0337
GTEX-Y3IK-0004-SM-4YUX2	GTEX-Y3IK-0004-SM-4YUX2	0.1006	0.0155	0.0268	0.0890	-0.0567	0.0614	-0.3217	0.1344	-0.0387	-0.1303	-0.0010	0.0190	-0.0194	-0.0978	-0.0639	-0.0615	-0.0769	0.1578	-0.0272	0.0533
GTEX-Y5LM-0002-SM-4YUV1	GTEX-Y5LM-0002-SM-4YUV1	-0.0214	0.0035	0.0133	0.0039	0.0250	-0.0135	-0.0079	0.0299	-0.0136	-0.0223	0.0274	0.0202	-0.0009	0.0452	-0.0296	0.0147	0.0040	-0.0027	0.0491	-0.0041
GTEX-Y5V5-0002-SM-4YUV2	GTEX-Y5V5-0002-SM-4YUV2	-0.0224	-0.0005	-0.0065	-0.0300	-0.0142	0.0097	0.0605	-0.0302	0.0139	0.0112	0.0170	-0.0061	-0.0101	-0.0268	0.0020	-0.0135	-0.0051	0.0077	0.0401	0.0351
GTEX-Y5V6-0001-SM-4YUXD	GTEX-Y5V6-0001-SM-4YUXD	-0.0220	0.0061	0.0207	-0.0471	-0.0261	-0.0159	-0.0094	-0.0080	0.0169	-0.0180	-0.0341	0.0262	-0.0296	0.0179	-0.0335	0.0581	0.0292	0.0385	-0.0282	0.0619
GTEX-Y8DK-0002-SM-4YUVY	GTEX-Y8DK-0002-SM-4YUVY	-0.0215	0.0124	0.0114	-0.0136	-0.0302	-0.0253	0.0377	-0.0224	-0.0139	-0.0010	-0.0513	-0.0352	-0.0098	0.0591	-0.0016	0.0067	-0.0144	-0.0308	-0.0066	-0.0064
GTEX-Y8E4-0001-SM-4YUWB	GTEX-Y8E4-0001-SM-4YUWB	-0.0128	0.0020	-0.2056	-0.0070	0.0119	-0.0278	-0.0041	0.0250	0.0535	-0.0221	0.0089	-0.0195	0.0016	-0.0035	-0.0661	0.0053	0.0039	-0.0346	0.0310	-0.0256
GTEX-Y8E5-0001-SM-4YUWN	GTEX-Y8E5-0001-SM-4YUWN	0.1138	0.0106	0.0126	-0.0000	0.0534	-0.1260	-0.0470	-0.0782	0.0247	0.1578	0.0923	0.0199	0.0653	-0.0899	0.0738	0.0757	-0.0374	0.1748	0.0469	-0.0844
GTEX-Y8LW-0004-SM-4YUUY	GTEX-Y8LW-0004-SM-4YUUY	-0.0202	-0.0016	-0.0067	-0.0216	0.0088	-0.0203	-0.0163	-0.0168	0.0102	0.0174	-0.0187	-0.0039	0.0768	-0.0236	0.0104	-0.0139	-0.0081	-0.0195	0.0008	-0.0157
GTEX-Y9LG-0003-SM-4YUVB	GTEX-Y9LG-0003-SM-4YUVB	-0.0226	0.0094	0.0303	0.0094	-0.0117	0.0160	0.0009	0.0197	-0.0235	-0.0018	-0.0141	-0.0154	-0.0325	0.0160	0.0247	-0.0463	0.0437	0.0086	0.0010	-0.0378
GTEX-Y111-0001-SM-4YUXE	GTEX-Y111-0001-SM-4YUXE	-0.0209	0.0034	0.0080	-0.0311	-0.0244	-0.0254	-0.0161	-0.0426	-0.0044	0.0190	0.0336	-0.0344	-0.0268	0.0109	0.0008	0.0176	-0.0520	0.0100	0.0183	0.0592
GTEX-Y114-0004-SM-4YUWP	GTEX-Y114-0004-SM-4YUWP	0.1321	0.0152	0.0050	0.0218	-0.0565	-0.0385	0.0754	0.1475	0.0767	0.2392	0.1084	0.0940	-0.0961	0.0220	0.0266	-0.1261	0.0274	-0.0006	0.0194	0.0383
GTEX-YB5E-0003-SM-4YUVA	GTEX-YB5E-0003-SM-4YUVA	0.0310	0.0097	0.0024	-0.0319	-0.0162	-0.0304	-0.0875	-0.0023	-0.0358	0.0707	-0.0951	-0.0376	0.0189	0.0299	-0.0534	0.0817	0.0149	0.0067	0.0041	0.0370
GTEX-YB5K-0001-SM-4YUVM	GTEX-YB5K-0001-SM-4YUVM	-0.0208	0.0135	0.0171	-0.0475	-0.0241	0.0107	0.0102	-0.0042	-0.0378	0.0021	-0.0340	0.0267	-0.0205	0.0071	-0.0168	-0.0161	-0.0178	0.0237	-0.0319	-0.0245
GTEX-YBZK-0001-SM-5DWTQ	GTEX-YBZK-0001-SM-5DWTQ	0.0943	0.0161	0.0124	0.0942	-0.1266	0.0754	-0.1893	0.0533	-0.0311	-0.1350	-0.0421	0.1485	0.0570	-0.0628	0.0965	-0.0272	-0.0034	-0.0644	-0.0290	0.1570
GTEX-YEC3-0004-SM-4YUXB	GTEX-YEC3-0004-SM-4YUXB	-0.0203	0.0056	0.0183	-0.0307	-0.0546	0.0054	-0.0559	0.0151	-0.0225	-0.0146	-0.0307	0.0508	0.0177	0.0045	0.0414	-0.0277	-0.0462	-0.0046	0.0200	-0.0077
GTEX-YEC4-0006-SM-4YUWY	GTEX-YEC4-0006-SM-4YUWY	-0.0206	0.0068	0.0138	-0.0285	0.0501	0.0011	0.0070	-0.0131	0.0111	0.0238	0.0181	-0.0271	-0.0099	-0.0164	-0.0063	0.0393	-0.0778	0.0290	-0.0090	0.0366
GTEX-YECK-0002-SM-4YUVN	GTEX-YECK-0002-SM-4YUVN	-0.0219	-0.0082	0.0067	-0.0214	0.0022	-0.0026	0.0184	-0.0498	-0.0213	-0.0121	-0.0117	-0.0371	0.0055	-0.0186	0.0289	-0.0689	0.0183	-0.0347	0.0123	-0.0348
GTEX-YF7O-0002-SM-4YUUX	GTEX-YF7O-0002-SM-4YUUX	-0.0203	0.0011	0.0144	-0.0090	-0.0036	0.0238	0.0357	-0.0048	0.0170	0.0066	0.0134	0.0431	0.0349	0.0288	0.0185	0.0291	0.0044	-0.0332	-0.0524	0.0024
GTEX-YFC4-0001-SM-4YUWA	GTEX-YFC4-0001-SM-4YUWA	-0.0215	0.0150	-0.0026	-0.0539	-0.0234	-0.0135	0.0221	-0.0367	0.0019	-0.0537	-0.0223	-0.0031	-0.0131	0.0213	-0.0039	-0.0088	-0.0317	-0.0614	-0.0112	0.0277
GTEX-YFCO-0001-SM-4YUWM	GTEX-YFCO-0001-SM-4YUWM	0.0119	-0.0895	-0.0576	-0.1290	0.1581	0.0795	-0.0173	0.1277	0.0544	0.0233	-0.0480	0.0197	0.0392	0.0277	-0.0714	0.0678	0.0600	0.0190	-0.0416	0.0528
GTEX-YJ8A-0002-SM-4YUUZ	GTEX-YJ8A-0002-SM-4YUUZ	-0.0206	0.0056	0.0167	0.0935	0.0350	0.0268	-0.0582	-0.0078	-0.0154	0.0278	-0.0009	0.0223	-0.0360	0.0526	0.0188	0.0154	-0.0114	-0.0544	0.0283	0.0155
GTEX-YJ89-0002-SM-4YUVL	GTEX-YJ89-0002-SM-4YUVL	-0.0114	-0.0004	-0.1762	0.0072	0.0190	0.0179	0.0024	-0.0081	-0.0238	-0.0035	-0.0055	0.0587	0.0096	-0.0267	-0.0442	0.0077	0.0064	0.0156	0.0090	0.0028
GTEX-Z9EW-0002-SM-4YUV9	GTEX-Z9EW-0002-SM-4YUV9	-0.0218	0.0144	-0.0020	-0.0077	-0.0249	0.0199	0.0110	-0.0207	0.0111	-0.0115	-0.0283	0.0225	-0.0090	0.0114	-0.0242	0.0171	0.0175	-0.0221	0.0141	0.0132
GTEX-Z93S-0002-SM-4YUVX	GTEX-Z93S-0002-SM-4YUVX	-0.0215	0.0034	0.0247	0.0140	0.0231	-0.0122	-0.0084	-0.0360	-0.0150	0.0097	-0.0042	-0.0110	-0.0121	-0.0521	-0.0030	-0.0022	-0.0040	0.0062	0.0334	0.0444
GTEX-Z93T-0002-SM-5DWTP	GTEX-Z93T-0002-SM-5DWTP	0.1264	0.0119	-0.0127	0.0406	0.0541	-0.0126	0.0435	0.0767	-0.0197	-0.0182	0.0564	0.0265	0.0858	0.0117	0.0689	0.0811	-0.0116	-0.0524	-0.1410	-0.0478
GTEX-ZA64-0003-SM-4YUXC	GTEX-ZA64-0003-SM-4YUXC	-0.0216	0.0077	-0.0009	-0.0084	-0.0067	0.0108	-0.0201	-0.0110	0.0122	0.0244	0.0102	-0.0114	-0.0027	-0.0325	0.0758	0.0191	-0.0232	-0.0199	0.0284	-0.0195
GTEX-ZAB4-0001-SM-4YUVZ	GTEX-ZAB4-0001-SM-4YUVZ	-0.0189	0.0002	0.0045	0.0363	0.0527	-0.0185	-0.0038	-0.0368	0.0046	0.0228	0.0404	0.0006	-0.0230	0.0179	0.0048	0.0158	-0.0032	0.0200	-0.0194	0.0314
GTEX-ZAB5-0004-SM-4YUWZ	GTEX-ZAB5-0004-SM-4YUWZ	-0.0217	0.0002	0.0166	-0.0135	0.0014	0.0462	0.0111	-0.0073	0.0019	-0.0538	0.0180	0.0323	-0.0166	0.0095	0.0402	0.0009	0.0188	0.0368	0.0092	0.0107
GTEX-ZAJG-0001-SM-4YUUW	GTEX-ZAJG-0001-SM-4YUUW	0.1102	0.0108	-0.0032	-0.0192	-0.1177	0.0107	-0.0519	-0.0521	0.1063	0.2161	0.0822	-0.0187	0.0179	-0.0041	0.0865	0.0704	0.2640	-0.1156	-0.1524	0.0956
GTEX-ZC5H-0003-SM-4YUW1	GTEX-ZC5H-0003-SM-4YUW1	-0.0213	-0.0018	0.0578	0.0597	-0.0080	-0.0091	-0.0237	-0.0215	0.0147	0.0275	0.0378	0.0055	0.0386	0.0294	-0.0284	0.0592	0.0003	0.0372	0.0179	0.0077
GTEX-ZDTS-0002-SM-4YUVC	GTEX-ZDTS-0002-SM-4YUVC	-0.0199	0.0077	-0.0038	0.0103	-0.0041	-0.0032	-0.0169	-0.0107	0.0426	0.0280	0.0156	0.0088	0.0284	0.0222	-0.0096	0.0306	0.0404	-0.0367	-0.0493	-0.0379
GTEX-ZDTT-0002-SM-4YUVO	GTEX-ZDTT-0002-SM-4YUVO	-0.0223	0.0118	0.0045	-0.0354	-0.0198	0.0294	0.0100	-0.0141	-0.0041	0.0033	-0.0247	-0.0206	-0.0062	-0.0293	0.0134	-0.0327	0.0206	-0.0384	0.0104	-0.0067
GTEX-ZDXO-0001-SM-4YUWF	GTEX-ZDXO-0001-SM-4YUWF	-0.0221	0.0069	0.0148	-0.0320	-0.0159	-0.0088	0.0143	0.0100	0.0117	-0.0023	0.0478	-0.0041	-0.0059	-0.0099	-0.0168	-0.0207	0.0098	-0.0087	0.0241	-0.0262
GTEX-ZDYS-0005-SM-4YUWR	GTEX-ZDYS-0005-SM-4YUWR	-0.0212	0.0061	0.0141	-0.0184	-0.0315	-0.0108	-0.0412	-0.0007	0.0200	0.0223	-0.0053	0.0127	-0.0162	0.0145	-0.0074	0.0328	0.0315	-0.0111	0.0011	-0.0804
GTEX-ZE7O-0002-SM-4YUXG	GTEX-ZE7O-0002-SM-4YUXG	-0.0197	0.0067	0.0076	0.0074	0.0093	0.0019	0.0376	0.0220	0.0024	-0.0048	0.0307	-0.0091	0.0330	0.0194	-0.0043	-0.0014	-0.0003	0.0164	0.0220	-0.0352
GTEX-ZEX8-0001-SM-4YUX4	GTEX-ZEX8-0001-SM-4YUX4	-0.0146	-0.0097	-0.1664	0.0029	-0.0251	0.0414	0.0294	-0.0258	0.0261	0.0174	-0.0140	-0.0046	0.0050	0.0355	0.0171	0.0087	-0.0218	-0.0296	-0.0281	-0.0645
GTEX-ZF2S-0002-SM-4YUWS	GTEX-ZF2S-0002-SM-4YUWS	-0.0205	0.0080	-0.0034	-0.0004	0.0029	-0.0001	0.0294	-0.0176	0.0255	0.0051	-0.0076	0.0149	0.0123	-0.0009	-0.0033	-0.0124	-0.0366	-0.0155	-0.0209	-0.0315
GTEX-ZF3C-0002-SM-4YUXH	GTEX-ZF3C-0002-SM-4YUXH	-0.0220	0.0049	0.0069	-0.0152	-0.0029	0.0379	0.0081	0.0387	0.0107	0.0386	-0.0238	-0.0104	0.0504	0.0084	-0.0022	-0.0138	-0.0517	-0.0240	0.0296	0.0154
GTEX-ZF28-0002-SM-4YUW3	GTEX-ZF28-0002-SM-4YUW3	-0.0210	0.0155	0.0198	-0.0270	-0.0329	-0.0176	0.0041	0.0123	-0.0028	-0.0158	-0.0161	0.0022	0.0231	-0.0165	0.0017	0.0238	0.0430	0.0571	-0.0526	0.0288
